Ano do leilão;Número do leilão;Sequência;Tipo de usina;Empreendimento;Tipo de leilão;Potência (MW);Garantia física (MWm);Lotes vendidos;Preço (R$/MW);Localização;Fonte;Modalidade; Investimento previsto ;Consórcio
2005;2005-2;1;UHE;UHE Foz do Rio Claro;A-5;68,4;41;41;108,04;Caçú e São Simão/GO;Água;PIE; 281.032.620,00 ;Alusa Engenharia Ltda
2005;2005-2;2;UHE;UHE São José;A-5;51;30,4;30;115,8;Salvador das Missões e Rolador / RS;Água;PIE; 208.985.970,00 ;Alusa Engenharia Ltda
2005;2005-2;3;UHE;UHE Passo São João;A-5;77;39;37;112,55;Dezesseis de Novembro e Roque Gonzales / RS;Água;PIE; 267.595.880,00 ;Eletrosul S.A.
2005;2005-2;4;UHE;UHE Simplício;A-5;337,7;191,3;185;115,38;Sapucaia e Três Rios/RJ e Chiador e Além Paraíba/MG;Água;PIE; 1.441.505.800,00 ;Furnas
Centrais Elétricas S.A.
2005;2005-2;5;UHE;UHE Retiro Baixo;A-5;82;38,5;36;114,86;Curvelo e Pompeu/MG;Água;PIE; 262.417.880,00 ;Orteng Equipamentos e Sistemas Ltda.
2005;2005-2;6;UHE;UHE Baguari;A-5;140;80,2;77;115,1;Fernades Tourinho, Governador Valadares, Periquito, Sobrália, Iapú e Alpercata/MG;Água;PIE; 487.516.620,00 ;"Cemig Geração e Transmissão S.A. (34%), Furnas Centrais Elétricas S.A. (15%) e Neoenergia S.A.
(51%), que compõem o Consórcio Baguari"
2005;2005-2;7;UTE;UTE Candiota III;A-5;350;303,5;292;124,67;Candiota/RS;Carvão Mineral;PIE; 986.900.000,00 ;Companhia de Geração Térmica de Energia Elétrica - CGTEE
2005;2005-2;8;UTE;UTE Costa Pinto (Ampliação);A-5;56,14;22;19;138,99;Piracicaba/SP;Bagaço de Cana-de-Açúcar;AP; 158.641.610,00 ;Cosan S.A. Bioenergia
2005;2005-2;9;UTE;UTE Interlagos;A-5;40;20,7;8;114,96;Pereira Barreto/SP;Bagaço de Cana-de-Açúcar;PIE; 68.370.110,00 ;Usina Interlagos Ltda.
2005;2005-2;10;UTE;UTE Quirinópolis;A-5;40;11,6;6;104;Quirinópolis/GO;Bagaço de Cana-de-Açúcar;PIE; 78.800.000,00 ;U.S.J. Açúcar e Álcool S.A.
2005;2006-2;11;UTE;UTE Goiânia II;A-5;140;65,3;65;138,94;Aparecida de Goiânia/GO;Óleo Diesel;PIE; 232.098.250,00 ;"Petrobrás
Distribuidora S.A. (10%) e Benco Engenharia Ltda. (90%), que compõem o Consórcio BR Benco"
2006;2006-2;1;UTE;UTE Colorado (Ampliação);A-3;32;16;8;134,21;Guaíra /SP;Bagaço de Cana-de-Açúcar;PIE; 75.695.000,00 ;Açúcar e Álcool Oswaldo Ribeiro de Mendonça Ltda
2006;2006-2;2;UTE;UTE São José (Ampliação);A-3;50;28,3;28;134,2;Macatuba/SP;Bagaço de Cana-de-Açúcar;PIE; 184.640.000,00 ;Açucareira Zillo Lorenzetti S.A.
2006;2006-2;3;UTE;UTE Camaçari Polo de Apoio I;A-3;148;101,4;101;134,3;Camaçari/BA;Óleo Combustível;PIE; 250.000.000,00 ;Petrobrás Distribuidora S.A. (30%), Crisga Consultoria em Engenharia Elétrica e Participações Ltda. (20%), WJ Tecnologia Ltda. (15%), Genrent do Brasil Ltda. (20%), Ellocin Brasil Participações e Consultoria Empresarial – ELLOBRAS Ltda. (15%) integrantes do Consórcio BRGEC
2006;2006-2;4;UTE;UTE Camaçari Muricy I;A-3;148;101,4;101;134,42;Camaçari/BA;Óleo Combustível;PIE; 250.000.000,00 ;Petrobrás Distribuidora S.A. (50%) e Morro do Conselho Participações Ltda. (50%) integrantes do Consórcio BRMDC
2006;2006-2;5;UTE;UTE Santa Izabel (Ampliação);A-3;40;11,3;11;134,24;Novo Horizonte/SP;Bagaço de Cana-de-Açúcar;AP; 65.400.000,00 ;Usina Santa Isabel Ltda.
2006;2006-2;6;UTE;UTE Potiguar III;A-3;66;29,5;29;134,25;Macaíba/RN;Óleo Diesel;PIE; 55.145.000,00 ;Potiguar S.A. – TEP
2006;2006-2;7;UTE;UTE Pau Ferro I;A-3;94;46,5;46;134,31;Igarassú/PE;"Óleo Diesel
(Alternativo: Biodiesel)";PIE; 55.700.000,00 ;Termomanaus Ltda
2006;2006-2;8;UTE;UTE Termomanaus;A-3;142,236;70,4;70;134,31;Cabo de Santo  Agostinho/PE;"Óleo Diesel
(Alternativo: Biodiesel)";PIE; 75.072.000,00 ;Termomanaus Ltda
2006;2006-2;9;UTE;UTE Quirinopolis (Ampliação);A-3;40;11,2;11;134,12;Quirinópolis/GO;Bagaço de Cana-de-Açúcar;PIE; 78.800.000,00 ;U.S.J. Açúcar e Álcool S.A.
2006;2006-2;10;PCH;PCH Barra Escondida;A-3;2,25;1,25;1;124,99;Saudades/SC;Água;PIE; 8.216.000,00 ;QBEC Projetos e Consultoria Ltda. 
2006;2006-4;1;UHE;UHE Dardanelos;A-5;261;154,9;147;112,68;Aripuanã/MT;Água;PIE; 574.133.830,00 ;Companhia Hidro Elétrica do São Francisco - CHESF (24,5%), Centrais Elétricas do Norte do Brasil S.A. - ELETRONORTE (24,5%), Neoenergia S.A. (46%), Construtora Norberto Odebrecht (5%), que compõem o Consórcio Aripuanã
2006;2006-4;2;UHE;UHE Mauá;A-5;361;197,7;192;112,96;Telêmaco Borba e Ortigueira/PR;Água;PIE; 882.849.520,00 ;Copel Geração S.A. (51%) e Eletrosul Centrais Elétricas S.A. (49%), que compõem o Consórcio Cruzeiro do Sul
2006;2006-4;3;UTE;UTE Quatá (Ampliação);A-5;60;10,5;10;137;Quatá/SP;Bagaço de Cana-de-Açúcar;PIE; 109.044.000,00 ;Açucareira Quatá S.A.
2006;2006-4;4;UTE;UTE Usina Bonfim;A-5;59;23,4;21;137,6;Guariba/SP;Bagaço de Cana-de-Açúcar;PIE; 116.140.000,00 ;Corona Bioenergia S.A.
2006;2006-4;5;UTE;UTE Ferrari;A-5;31;8,2;8;138;Pirassununga/SP;Bagaço de Cana-de-Açúcar;PIE/AP; 76.816.000,00 ;Ferrari Agorindústria Ltda
2006;2006-4;6;UTE;UTE Boa Vista;A-5;80;36,2;11;134,99;Quirinópolis/GO;Bagaço de Cana-de-Açúcar;PIE/AP; 153.600.000,00 ;Usina Boa Vista S.A.
2006;2006-4;7;UTE;UTE Baia Formosa (Ampliação);A-5;32;11;11;137,7;Baía Formosa/RN;Bagaço de Cana-de-Açúcar;PIE; 41.359.230,00 ;Vale Verde Empreendimentos Agrícolas Ltda.
2006;2006-4;8;UTE;UTE Palmeiras de Goiás.;A-5;174,3;69,8;69;137,6;Palmeiras do Goiás/GO;Óleo Diesel;PIE; 272.969.000,00 ;Energia Elétrica do Brasil Ltda.
2006;2006-4;9;UTE;UTE do Atlântico;A-5;490;419,8;200;136,88;Rio de Janeiro/RJ;Gás de Processo e Vapor de Processo;PIE/AP; 1.205.000.000,00 ;Thyssenkrupp CSA Companhia Siderúrgica
2007;2007-1;1;UTE;UTE MPX;A-5;700;631;615;125,95;Caucaia/CE;Carvão Mineral;PIE; 2.101.430.000,00 ;MPX Mineração e Energia Ltda.
2007;2007-1;2;UTE;UTE Termomaranhão;A-5;350;332,7;315;128,95;São Luiz/MA;Carvão Mineral;PIE; 1.413.000.000,00 ;Diferencial Energia Empreendimentos e Participações Ltda.
2007;2007-1;3;UTE;UTE Maracanaú II;A-5;73,712;53;51;130,95;Pecém/CE;Óleo OCB1;PIE; 183.000.000,00 ;Thèrmes Participações S.A.
2007;2007-1;4;UTE;UTE Suape II;A-5;355,68;265,4;265;131,49;Cabo de Santo  Agostinho/PE;Óleo Combustível;PIE; 590.000.000,00 ;Consórcio MPE Montagens e Projetos Especiais, Petrobras Distribuidora S.A., Ellobras Infra-Estrutura e Participações Ltda., Genrent Participações Ltda., Genpower Energy Participações Ltda.
2007;2007-2;1;UTE;UTE Campina Grande;A-3;164,24;123,6;119;132,83;Campina Grande/PB;"Óleo Combustível B1 (especial)
Alternativo: Óleo Diesel";PIE; 369.806.820,00 ;Wärtsilä do Brasil Ltda.
2007;2007-2;2;UTE;UTE Global I;A-3;143,84;105,3;105;135,9;Candeias/BA;"Óleo Combustível B1
Alternativo: Óleo Diesel";PIE; 170.000.000,00 ;Global Participações em Energia S.A.
2007;2007-2;3;UTE;UTE Global II;A-3;148;109,3;109;135,9;Candeias/BA;"Óleo Combustível B1
Alternativo: Óleo Diesel";PIE; 212.000.000,00 ;Global Participações em Energia S.A.
2007;2007-2;4;UTE;UTE Itapebi;A-3;137,6;103,7;103;133,6;Itapebi/BA;"Óleo OCB1
Alternativo: Óleo Diesel";PIE; 203.025.000,00 ;South Bahia Energia Ltda.
2007;2007-2;5;UTE;UTE Maracanaú I;A-3;162,338;122,9;119;133,13;Maracanaú / CE;Óleo Combustível B1;PIE; 355.200.000,00 ;Thermes Participações S.A.
2007;2007-2;6;UTE;UTE Monte Pascoal;A-3;137,6;104,8;104;132,8;Eunápolis/BA;"Óleo Combustível B1
Alternativo: Óleo Diesel";PIE; 204.310.000,00 ;South Bahia Energia Ltda
2007;2007-2;7;UTE;UTE Nova Olinda;A-3;165;120,8;120;136;Nova Olinda/TO;Óleo combustível B1 especial;PIE; 325.545.380,00 ;Holdenn Construções Assessoria e Consultoria Ltda.
2007;2007-2;8;UTE;UTE Termonordeste;A-3;170,76;123,8;123;135,97;Santa Cruz/RN;"Óleo Combustível B1
Alternativo: Óleo Diesel";PIE; 162.782.000,00 ;Termomanaus, Ltda.
2007;2007-2;9;UTE;UTE Termoparaíba;A-3;170,8;123,9;123;135,92;Conde/PB;"Óleo Combustível B1
Alternativo: Biodisel e Óleo Diesel";PIE; 162.782.000,00 ;Termomanaus, Ltda.
2007;2007-2;10;UTE;UTE Tocantinópolis;A-3;165;120,8;120;135,9;Tocantinópolis/TO;Óleo combustível B1 especial;PIE; 325.545.380,00 ;Holdenn Construções Assessoria e Consultoria Ltda.
2007;2007-2;11;UTE;UTE Viana;A-3;170,76;121,5;121;133,21;Viana/ES;"Óleo Combustível B1
Alternativo: Óleo Diesel";PIE; 386.434.720,00 ;Wärtsilä Brasil Ltda.
2007;2007-3;1;UTE;UTE Ester (Ampliação);FA;30;10,2;7;138,9;Cosmópolis/SP;Bagaço de Cana-de-Açúcar;PIE; 70.000.000,00 ;Usina Açucareira Ester S.A. 
2007;2007-3;2;UTE;UTE Florida Paulista (Ampliação);FA;40;21,8;8;139,12;Flórida Paulista/SP;Bagaço de Cana-de-Açúcar;PIE; 63.700.000,00 ;Floralco Açúcar e Álcool Ltda.
2007;2007-3;3;UTE;UTE Iacanga;FA;12;7,8;4;138,94;Iacanga/SP;Bagaço de Cana-de-Açúcar;PIE; 20.990.000,00 ;Usina Iacanga de Açúcar e Álcool Ltda.
2007;2007-3;4;UTE;UTE Louis Dreyfus Lagoa da Prata;FA;60;29,8;19;139,12;Lagoa da Prata/MG;Bagaço de Cana-de-Açúcar;PIE; 60.240.000,00 ;Louis Dreyfus Commodities Bioenergia S.A.
2007;2007-3;5;UTE;UTE Louis Dreyfus Rio Brilhante;FA;90;48,9;22;139,12;Rio Brilhante/MS;Bagaço de Cana-de-Açúcar;PIE; 53.000.000,00 ;Louis Dreyfus Commodities Bioenergia S.A.
2007;2007-3;6;UTE;UTE Pioneiros II;FA;50;16,9;12;139,12;Ilha Solteira/SP;Bagaço de Cana-de-Açúcar;PIE; 60.240.000,00 ;Pioneiros Bioenergia S.A.
2007;2007-3;7;UTE;UTE Santa Cruz AB (Ampliação);FA;50;28;20;138,75;Américo Brasiliense/SP;Bagaço de Cana-de-Açúcar;PIE; 57.100.000,00 ;Santa Cruz S.A. Açúcar e Álcool
2007;2007-3;8;UTE;UTE São João da Boa Vista  (Ampliação);FA;70;23;23;138,6;São João da Boa Vista/SP;Bagaço de Cana-de-Açúcar;PIE; 101.300.000,00 ;Dedini Açúcar e Álcool Ltda.
2007;2007-3;9;UTE;UTE Xanxerê;FA;30;27,1;25;138,5;Xanxerê/SC;Biomassa de Resíduo Sólido Avícola (Alternativo: Resíduos de Madeira);PIE; 42.408.700,00 ;Fenix Energy Comercialização e Geração de Energia Elétrica Ltda.
2007;2007-3;10;PCH;PCH Pedra Furada;FA;6,5;3,19;3;134,97;Ribeirão e Joaquim Nabuco/PE;Água;PIE; 39.902.000,00 ;Arrara, Koblitz Energia Participações Ltda.
2007;2007-3;11;PCH;PCH Santa Luzia Alto;FA;28,5;18,42;14;135;São Domingos e Ipauçu/SC;Água;PIE; 148.438.080,00 ;Construtora Gomes Lourenço Ltda.
2007;2007-5;1;UHE;UHE Santo Antônio;Estruturante;3150,4;2218;1552;78,87;Porto Velho / RO;Água;PIE; 9.495.381.160,00 ;"Consórcio Madeira Energia - Odebrecht Investimentos em Infra-estrutura Ltda. (17,6%);
Construtora Norberto Odebrecht S/A (1%);
Andrade Gutierrez Participações S/A (12,4%);
Cemig Geração e Transmissão S/A (10%);
Furnas Centrais Elétricas S/A (39%), e
Fundo de Investimentos e Participações Amazônia Energia - FIP dos Bancos Banif e Santander (20%).
"
2008;2008-1;1;UTE;UTE São Luiz (Abengoa São Luiz);Reserva;70;24;8;60,04;Pirassununga/SP;Bagaço de Cana-de-Açúcar;PIE; 264.000.000,00 ;Abengoa Bioenergia São Luiz S.A.
2008;2008-1;2;UTE;UTE Barra Bioenergia;Reserva;136;51,5;34;60,04;Barra Bonita/SP;Bagaço de Cana-de-Açúcar;PIE; 344.696.000,00 ;Barra Bioenergia S.A. – Filial UTE Barra Bioenergia
2008;2008-1;3;UTE;UTE Ben Bioenergia;Reserva;30;26,4;24;58,49;Santa Filomena/PI;"Capim Elefante
(Alternativo: resíduo de madeira)";PIE; 101.435.000,00 ;BEN – Bioenergia, Geração e Comercialização de Energia do Nordeste Ltda.
2008;2008-1;4;UTE;UTE Bioenergética Vale do Paracatu - BEVAP;Reserva;80;39,2;20;60,02;João Pinheiro/MG;"Bagaço de Cana-de-Açúcar
(Alternativo: palha de cana-de-açúcar)";PIE; 141.000.000,00 ;Bioenergética Vale do Paracatu Ltda.
2008;2008-1;5;UTE;UTE Biopav II;Reserva;140;49,6;15;60,02;Brejo Alegre/SP;Bagaço de Cana-de-Açúcar;PIE; 210.000.000,00 ;Biopav S.A. Açúcar e Álcool. 
2008;2008-1;6;UTE;UTE Bonfim (Ampliação);Reserva;45;18,8;10;60,04;Guariba/SP;Bagaço de Cana-de-Açúcar;PIE; 261.485.000,00 ;Barra Bioenergia S.A. – Filial UTE Bonfim
2008;2008-1;7;UTE;UTE Cachoeira Dourada;Reserva;80;35,5;15;60,04;Cachoeira Dourada/GO;Bagaço de Cana-de-Açúcar;PIE; 147.763.000,00 ;U.S.J. - Açúcar e Álcool S.A.
2008;2008-1;8;UTE;UTE Caçú I;Reserva;130;35,5;27;60,04;Caçú/GO;Bagaço de Cana-de-Açúcar;PIE; 182.581.000,00 ;Rio Claro Agroindustrial S.A.
2008;2008-1;9;UTE;UTE CBB - Companhia Bioenergética Brasileira;Reserva;18,1;6;6;59,81;Via Boa/GO;Bagaço de Cana-de-Açúcar;PIE; 47.680.000,00 ;Alda Participação e Agropecuária S.A.
2008;2008-1;10;UTE;UTE Clealco-Queiroz  (Ampliação);Reserva;35;11,3;7;60,49;Queiroz/SP;Bagaço de Cana-de-Açúcar;PIE; 35.900.000,00 ;Clealco Açúcar e Álcool S.A.
2008;2008-1;11;UTE;UTE Cocal II (Ampliação);Reserva;120;55,5;22;61;Narandiba/SP;Bagaço de Cana-de-Açúcar;PIE; 197.500.000,00 ;Cocal Comércio e Indústria Canaã Açúcar e Álcool Ltda.
2008;2008-1;12;UTE;UTE Companhia Energética Vale do São Simão;Reserva;50;12,6;12;59,79;Santa Vitória/MG;Bagaço de Cana-de-Açúcar;PIE; 72.289.000,00 ;Companhia Energética Vale do São Simão
2008;2008-1;13;UTE;UTE Conquista do Pontal;Reserva;100;26;22;60,04;Mirante do Paranapanema/SP;Bagaço de Cana-de-Açúcar;PIE; 157.500.000,00 ;Usina Conquista do Pontal S.A
2008;2008-1;14;UTE;UTE Decasa;Reserva;75;43;16;59,9;Caiuá/SP;"Bagaço de Cana-de-Açúcar
(Alternativo: palha e ponta de cana-de-açúcar)";PIE; 199.000.000,00 ;DECASA - Destilaria de Álcool Caiuá S.A.
2008;2008-1;15;UTE;UTE Destilaria Andrade (Ampliação);Reserva;40,2;20;20;59,8;Pitangueiras/SP;Bagaço de Cana-de-Açúcar;AP c/ EXCEDENTE; 76.660.000,00 ;"Consórcio Andrade - Ibitiúva Bioenergética S.A. (58,42% - Líder do Consórcio); e Andrade Açúcar e Álcool S.A. (41,58%) "
2008;2008-1;16;UTE;UTE Ferrari (Ampliação);Reserva;65,5;23,2;6;60,76;Pirassununga/SP;Bagaço de Cana-de-Açúcar;PIE; 13.365.000,00 ;Ferrari Termoelétrica S.A.
2008;2008-1;17;UTE;UTE Jataí;Reserva;105;41;34;60,04;Jataí/SP;Bagaço de Cana-de-Açúcar;PIE; 327.780.000,00 ;Cosan Centroeste S.A. Açúcar e Álcool
2008;2008-1;18;UTE;UTE Noble Energia;Reserva;30;16;11;60;Sebatianópolis do Sul/AP;Bagaço de Cana-de-Açúcar;PIE; 52.500.000,00 ;Usina Noroeste Paulista Ltda.
2008;2008-1;19;UTE;UTE Noroeste Paulista;Reserva;78;20,4;11;59,97;Sebatianópolis do Sul/AP;Bagaço de Cana-de-Açúcar;PIE; 80.800.000,00 ;Usina Noroeste Paulista Ltda.
2008;2008-1;20;UTE;UTE Porto das Águas;Reserva;70;12,5;12;60,04;Chapadão do Céu/GO;Bagaço de Cana-de-Açúcar;PIE; 129.658.000,00 ;Usina Porto das Águas Ltda.
2008;2008-1;21;UTE;UTE Santa Luzia I;Reserva;130;35,5;26;60,04;Nova Alvorada do Sul/MS;Bagaço de Cana-de-Açúcar;PIE; 182.581.000,00 ;Agro Energia Santa Luzia Ltda.
2008;2008-1;22;UTE;UTE São Fernando Açúcar e Álcool;Reserva;48;13,7;5;59,34;Dourados/MS;"Bagaço de Cana-de-Açúcar 
(Alternativo: cavaco de madeira)";PIE; 75.196.000,00 ;São Fernando Açúcar e Álcool Ltda.
2008;2008-1;23;UTE;UTE Ipaussu;Reserva;62;24,3;19;60,04;Ipaussu/SP;Bagaço de Cana-de-Açúcar;PIE; 213.413.000,00 ;Barra Bioenergia S.A.
2008;2008-1;24;UTE;UTE Unidade de Bioenergia Água Emendada;Reserva;72,7;27;27;54,73;Mineiros/GO;"Bagaço de Cana-de-Açúcar 
(Alternativo: resíduos agrícolas)";PIE; 96.360.000,00 ;Central Energética Água Emendada S.A.
2008;2008-1;25;UTE;UTE Unidade de Bioenergia Alto Taquari;Reserva;72,7;27;27;52,69;Alto Taquari/MT;"Bagaço de Cana-de-Açúcar 
(Alternativo: resíduos agrícolas)";PIE; 96.360.000,00 ;Brenco Companhia Brasileira de Energia Renovável
2008;2008-1;26;UTE;UTE Unidade de Bioenergia Costa Rica;Reserva;72,7;27;27;53,74;Costa Rica/MS;"Bagaço de Cana-de-Açúcar 
(Alternativo: resíduos agrícolas)";PIE; 96.360.000,00 ;Brenco Companhia Brasileira de Energia Renovável
2008;2008-1;27;UTE;UTE Unidade de Bioenergia Morro Vermelho;Reserva;72,7;27;27;55,87;Mineiros/GO;"Bagaço de Cana-de-Açúcar 
(Alternativo: resíduos agrícolas)";PIE; 96.360.000,00 ;Brenco Companhia Brasileira de Energia Renovável
2008;2008-1;28;UTE;UTE Vale do Tijuco;Reserva;45;7,3;7;59,52;Uberaba/MG;Bagaço de Cana-de-Açúcar;PIE; 100.956.000,00 ;Companhia Energética de Açúcar e Álcool Vale do Tijuco Ltda.
2008;2008-1;29;UTE;UTE Chapadão Agroenergia;Reserva;192;39,8;12;60,04;Chapadão do Sul/MS;Bagaço de Cana-de-Açúcar;PIE; 340.000.000,00 ;Chapadão Agroenergia Ltda.
2008;2008-2;1;UTE;UTE Pernambuco IV;A-3;200,79;112,4;107;130,97;Igarassu/PE;"Óleo Combustível Especial B1
Alternativo:  Óleo Diesel";PIE; 329.383.000,00 ;"Consórcio Pernambuco IV - Multiner S.A. (99% - Líder do Consórcio); e A&G Energia Empreendimentos Ltda. - ME (1%)"
2008;2008-2;2;UTE;UTE Santa Rita de Cássia ;A-3;174,6;97,8;93;129,79;Santa Rita/PB;"Óleo Combustível Especial B1
Alternativo:  Óleo Diesel";PIE; 285.259.000,00 ;"Consórcio Santa Rita de Cássia - Multiner S.A. (90% - Líder do Consórcio); e Gênesis 2000 Exploração e Produção de Hidrocarbonetos Ltda. (10%)"
2008;2008-2;3;UTE;UTE José de Alencar;A-3;300;173,3;169;131,41;Caucaia/CE;Gás Natural Liquefeito;PIE; 631.249.000,00 ;Consórcio Agroenergia -  Thermes Participações S.A. (99,952%) e Agroenergia do Norte S.A. (0,047%)  
2008;2008-2;4;UTE;UTE MC2 Catu;A-3;176;105,7;102;126,85;Catu/BA;Óleo Combustível;PIE; 327.130.000,00 ;"Consórcio MC2 EB BA1 - Ellobras Infraestrutura e Participações Ltda. (0,01%) e 
Águas Guariroba Ambiental Lltda. 99,99%"
2008;2008-2;5;UTE;UTE MC2 Camaçari 1;A-3;176;105,7;102;125,85;Camaçari/BA;Óleo Combustível;PIE; 327.130.000,00 ;"Consórcio MC2 EB BA1 - Ellobras Infraestrutura e Participações Ltda. (0,01%) e 
Águas Guariroba Ambiental Ltda. (99,99%)"
2008;2008-2;6;UTE;UTE MC2 Dias Dávila 1;A-3;176;105,7;102;126,35;Dias Dávila/BA;Óleo Combustível;PIE; 327.130.000,00 ;"Consórcio MC2 EB BA 2 - Ellobras Infraestrutura e Participações Ltda. (0,01%) e 
Águas Guariroba Ambiental Ltda. (99,99%)"
2008;2008-2;7;UTE;UTE MC2 Dias Dávila 2;A-3;176;105,7;102;125,35;Dias Dávila/BA;Óleo Combustível;PIE; 327.130.000,00 ;"Consórcio MC2 EB BA2 - Ellobras Infraestrutura e Participações Ltda. (0,01%) e 
Águas Guariroba Ambiental Ltda. (99,99%)"
2008;2008-2;8;UTE;UTE MC2 Feira de Santana;A-3;176;105,2;101;127,85;Feira de Santana/BA;Óleo Combustível;PIE; 327.130.000,00 ;"Consórcio MC2 EC RS BA - Ellocin Brasil Participações e Consultoria Empresarial Ltda. (0,01%) e
Águas Guariroba Ambiental Ltda. (99,99%)"
2008;2008-2;9;UTE;UTE Linhares;A-3;204;98,7;96;130;Linhares/ES;Gás Natural;PIE; 283.148.000,00 ;Consórcio Linhares - Linhares Energia Ltda (50%) e Fundo de Investimento em Participações Brasil Energia (50%)
2008;2008-2;10;UTE;UTE MC2 Senhor do Bonfim;A-3;176;105,7;102;127,84;Senhor do Bonfim;Óleo Combustível;PIE; 327.130.000,00 ;"Consórcio MC2 EB BA3 - Ellobras Infraestrutura e Participações Ltda. (0,01%) e 
Águas Guariroba Ambiental Ltda. (99,99%)"
2008;2008-3;1;UTE;UTE Cacimbaes;A-5;126,585;66,2;64;145;Linhares/ES;Gás Natural;PIE; 261.572.000,00 ;Consórcio Termo Cacimbaes - Thermes Participações S.A. (99,999%) e Spectrum Energy Partners Consultoria Ltda (0,001%) 
2008;2008-3;2;UTE;UTE Cauhyra I;A-5;148;68,1;68;146;Cariacica/ES;Óleo Combustível B1;PIE; 220.000.000,00 ;Hexagonal Construções Ltda.
2008;2008-3;3;UTE;UTE Escolha;A-5;337,56;194,1;189;144,5;Cariacica/ES;Gás Natural;PIE; 634.363.000,00 ;Consórcio Termo Escolha - Thermes Participações S.A. (33,333%), Spectrum Energy Partners Consultoria Ltda (0,001%) e Trana Construções S.A. (66,666%)
2008;2008-3;4;UTE;UTE Iconha;A-5;184;104,1;100;146;Iconha/ES;Óleo Combustível 1B;PIE; 230.850.000,00 ;"Consórcio MC2 BE ES - Benco Energia Ltda. (10%) e
Águas Guariroba Ambiental Ltda. (90%)"
2008;2008-3;5;UTE;UTE MC2 Camaçari 2;A-5;176;103,3;99;145,98;Camaçari/BA;Óleo Combustível;PIE; 327.130.000,00 ;"Consórcio MC2 EB BA - Ellobras Infraestrutura e Participações Ltda.(0,01%) e
Águas Guariroba Aambiental Ltda. (99,99%)"
2008;2008-3;6;UTE;UTE MC2 Camaçari 3;A-5;176;103,3;99;145,97;Camaçari/BA;Óleo Combustível;PIE; 327.160.000,00 ;"Consórcio MC2 EB BA - Ellobras Infraestrutura e Participações Ltda. (0,01%) e
Águas Guariroba ambiental ltda. 99,99%"
2008;2008-3;7;UTE;UTE MC2 Governador Mangabeira;A-5;176;103,3;99;146;Governador Mangabeira/BA;Óleo Combustível;PIE; 327.130.000,00 ;"Consórcio MC2 EB BA - Ellobras Infraestrutura e Participações Ltda. (0,01%) e
Águas Guariroba Ambiental Ltda. (99,99%)"
2008;2008-3;8;UTE;UTE MC2 João Neiva;A-5;330;233,3;225;146;João Neiva/ES;Gás Natural Regaseificado (a partir de GNL);PIE; 685.867.000,00 ;Consórcio MC2 GP ES RN - Genpower Energy Participações Ltda. (0,01%) e Águas Guariroba Ambiental Ltda. (99,99%)
2008;2008-3;9;UTE;UTE MC2 Joinville;A-5;330;233,3;225;146;Nova Venécia/ES;Gas Natural;PIE; 685.867.000,00 ;"Consórcio MC2 EC ES RS - Ellocin Brasil Participações e Consultoria Empresarial Ltda. (0,01%) e
Águas Guariroba Ambiental Ltda. (99,99%)"
2008;2008-3;10;UTE;UTE MC2 Macaíba;A-5;400;232,6;224;146;Macaíba/RN;Óleo Combustível;PIE; 641.110.000,00 ;"Consórcio MC2 GP ES RN - Genpower Energy Participações Lltda. (0,01%) e 
Águas Guariroba Ambiental Ltda. (99,99%)"
2008;2008-3;11;UTE;UTE MC2 Messias;A-5;176;101,4;97;146;Messias/A.L;Óleo Combustível;PIE; 260.000.000,00 ;"Consórcio MC2 EB MA AL SE - Ellobras Infraestrutura e Participações Ltda. (0,01%) e
Águas Guariroba Ambiental Ltda. (99,99%)"
2008;2008-3;12;UTE;UTE MC2 Nossa Senhora do Socorro;A-5;176;100,5;97;146;Nossa Senhora do Socorro/SE;Óleo Combustível;PIE; 327.130.000,00 ;"Consórcio MC2 EB MA AL SE - Ellobras Infraestrutura e Participações Ltda. (0,01%) e
Águas Guariroba Ambiental Ltda. (99,99%)"
2008;2008-3;13;UTE;UTE MC2 Nova Venecia 2;A-5;176;101,6;98;146;Nova Venécia/ES;Óleo Combustível;PIE; 327.130.000,00 ;"Consórcio MC2 GP ES RN - Genpower Energy Participações Ltda. (0,01%) e
Águas Guariroba Ambiental Ltda. (99,99%)"
2008;2008-3;14;UTE;UTE MC2 Pecem 2;A-5;350;208,4;201;146;Caucaia/CE;Óleo Combustível;PIE; 560.413.000,00 ;"Consórcio MC2 GP CE - Genpower Energy Participações Ltda. (0,01%) e
Águas Guariroba Ambiental Ltda. (99,99%)"
2008;2008-3;15;UTE;UTE MC2 Rio Largo;A-5;176;101,4;97;146;MessiaS.A.L;Óleo Combustível;PIE; 260.000.000,00 ;"Consórcio MC2 EB MA AL SE - Ellobras Infraestrutura e Participações Ltda. (0,01%) e
Águas Guariroba Ambiental Ltda. (99,99%)"
2008;2008-3;16;UTE;UTE MC2 Santo Antonio de Jesus;A-5;176;103,3;99;145,99;Simões Filho/BA;Óleo Combustível;PIE; 327.130.000,00 ;"Consórcio MC2 EB BA PE - Ellobras Infraestrutura e Participações Ltda. (0,01%) e
Águas Guariroba Ambiental Ltda. (99,99%)"
